	abuseCount	customerNickname	helpfulNo	helpfulYes	id	imagesCount	languageCode	postedDate	productId	profileInfo.ugcSummary.answerCount	profileInfo.ugcSummary.reviewCount	ratingValue	reviewText	reviewTitle	reviewed	score	languageCode.1	country	translation.reviewText	translation.reviewTitle	newReviewText	polarity	Sentiment
10	0	iHerb Customer	0	0	608118fb-2b23-40a6-ad66-68f4ca5c31cc	0	ru-RU	2021-01-30T20:13:30.998Z	99829	0.0	71.0	50	Хорошая маска. Отличное лекало!!	Прекрасно!	False	1612037611	ru	RU	Nice mask. Excellent pattern !!	en-US	Nice mask. Excellent pattern !!	0.8	positive
11	0	iHerb Customer	0	0	bd5163fc-eb2b-4208-8473-9c1a8831c794	0	ru-RU	2021-01-30T19:13:26.611Z	99829	0.0	4.0	30	Маска не стоит таких денег (( в помещении в ней жарко, а вот зимой в мороз- самое то😉	Неоднозначно	False	1612034007	ru	RU	The mask does not cost that much money ((it is hot in the room, but in winter in the frost it is)	en-US	The mask does not cost that much money ((it is hot in the room, but in winter in the frost it is)	0.225	positive
12	0	iHerb Customer	0	0	7e98f420-db99-4c3e-a332-0aa0d3a709eb	0	en-US	2021-01-30T02:44:30.863Z	99829	0.0	8.0	40	Good mask for breathing a bit pricey though	Good	False	1611974671	en	US			Good mask for breathing a bit pricey though	0.7	positive
13	0	iHerb Customer	0	1	f0b9aa6a-d841-4f58-a017-2e0f65910bfe	1	ru-RU	2021-01-25T09:32:25.002Z	99829	0.0	237.0	40	В маске легко дышится, после стирки 👍🏻 но у одной из масок сейчас сломался пластик/или другой материал, который регулирует посадку на носу. Однако все равно продолжаем носить...	Хорошо	True	1611955945	ru	RU	It&#39;s easy to breathe in the mask, after washing 👍🏻 but one of the masks has now broken plastic / or other material that regulates the fit on the nose. However, we still continue to wear ...	en-US	It&#39;s easy to breathe in the mask, after washing 👍🏻 but one of the masks has now broken plastic / or other material that regulates the fit on the nose. However, we still continue to wear ...	0.07708333333333334	positive
14	0	iHerb Customer	0	0	5e6ea0c8-7b56-415e-90db-50f81fd8ba2a	0	ru-RU	2021-01-29T11:08:47.735Z	99829	0.0	66.0	50	маска большого размера, брали для мужчины, очень довольны, дышится легко , свободно, стирается прекрасно, использование таких масок помогает уменьшить потребление одноразовых	Прекрасно!	False	1611918528	ru	RU	a large mask, taken for a man, very satisfied, breathes easily, freely, washes perfectly, the use of such masks helps to reduce the consumption of disposable	en-US	a large mask, taken for a man, very satisfied, breathes easily, freely, washes perfectly, the use of such masks helps to reduce the consumption of disposable	0.45285714285714285	positive
15	0	iHerb Customer	0	0	22aee9a8-e915-4a9c-b85f-beab623f8af4	0	en-US	2021-01-29T07:22:43.475Z	99829	2.0	21.0	40	Fits my husband very well.  It can make the face warm which is nice in wintertime.	Good	False	1611904963	en	US			Fits my husband very well.  It can make the face warm which is nice in wintertime.	0.4666666666666666	positive
16	0	iHerb Customer	0	0	847c1d55-172e-4c2f-abe5-b8200fa4ef72	0	ru-RU	2021-01-28T17:21:40.269Z	99829	0.0	50.0	50	Маска хорошая, брала для мужа. Можно отрегулировать лямки. Дышать через нее нормально. И смотрится стильно	Хорошая	False	1611854500	ru	RU	The mask is good, I took it for my husband. The straps can be adjusted. Breathing through it is normal. And it looks stylish	en-US	The mask is good, I took it for my husband. The straps can be adjusted. Breathing through it is normal. And it looks stylish	0.45	positive
17	0	iHerb Customer	0	0	3b273e06-dffe-492d-baf1-37e89952c359	0	ru-RU	2021-01-28T14:34:09.507Z	99829	0.0	24.0	50	Пожалуй любимая маска. Как это ни странно звучит. Хотелось бы обойтись без них совсем, но раз уж необходимо из всех многоразовых-лучшая. Легкая, удобная с регулировкой . Использую без фильтров	Прекрасно!	False	1611844450	ru	RU	Perhaps my favorite mask. As strange as it sounds. I would like to do without them altogether, but since it is necessary of all reusable, the best. Lightweight, comfortable with adjustment. I use without filters	en-US	Perhaps my favorite mask. As strange as it sounds. I would like to do without them altogether, but since it is necessary of all reusable, the best. Lightweight, comfortable with adjustment. I use without filters	0.37	positive
18	0	iHerb Customer	0	0	a943f3a1-e757-4e1a-bb96-e6fe32ff309f	0	en-US	2021-01-28T14:31:27.339Z	99829	0.0	31.0	50	I purchased this for my husband but it was too small.  But it fits me perfectly.  I love it. The straps on the side are adjustable, and I can breath.  Washes and dries well.  I now have 2 of them.  I have many other masks, but this one is my favorite.	Nice Mask	False	1611844287	en	US			I purchased this for my husband but it was too small.  But it fits me perfectly.  I love it. The straps on the side are adjustable, and I can breath.  Washes and dries well.  I now have 2 of them.  I have many other masks, but this one is my favorite.	0.225	positive
19	0	iHerb Customer	0	0	c3105945-0d73-49cf-a978-dfb8deac9755	0	ru-RU	2021-01-28T12:44:13.833Z	99829	0.0	19.0	40	Маска удобная, легко дышится, но написано, что большая, на самом деле даже моей 17 летней дочери была мала. Зашла специально на сайт производителя, пишут, что защищают прекрасно от вирусов.  Не знаю. Хотелось бы больше доказательств за эту  нано маску. Все пока только слова	Хорошо	False	1611837854	ru	RU	The mask is comfortable, easy to breathe, but it is written that it is large, in fact, even my 17 year old daughter was small. I went specifically to the manufacturer&#39;s website, they write that they protect perfectly from viruses. I do not know. I would like more evidence for this nano mask. All so far only words	en-US	The mask is comfortable, easy to breathe, but it is written that it is large, in fact, even my 17 year old daughter was small. I went specifically to the manufacturer&#39;s website, they write that they protect perfectly from viruses. I do not know. I would like more evidence for this nano mask. All so far only words	0.27751322751322755	positive
20	0	iHerb Customer	0	0	b7d56f45-37d9-4551-99f9-4143ec3debbf	0	ru-RU	2021-01-28T09:48:59.409Z	99829	0.0	144.0	40	Маска пришла правильного размера. Сидит хорошо, можно подогнать по размеру лица длину лямок. Можно стирать, удобно. В ней не жарко. Но есть один минус, она пахнет даже после стирки. Странный немного химический запах изнутри. Выветривается очень долго	Сидит Удобно	False	1611827339	ru	RU	The mask came in the correct size. Sits well, you can adjust the length of the straps to fit your face. Washable, convenient. It&#39;s not hot in it. But there is one drawback, it smells even after washing. A weird little chemical smell from the inside. It takes a very long time to erode	en-US	The mask came in the correct size. Sits well, you can adjust the length of the straps to fit your face. Washable, convenient. It&#39;s not hot in it. But there is one drawback, it smells even after washing. A weird little chemical smell from the inside. It takes a very long time to erode	-0.0955	negative
21	0	iHerb Customer	0	0	74204acd-4534-4826-a52c-9fc1bf60528e	0	ru-RU	2021-01-28T04:55:29.533Z	99829	0.0	62.0	50	не жалею, что купила эту маску, пользуюсь с удовольствием, чувствую себя в ней защищённой. Каждый день стираю, на внешнем виде это никак не отражается.	Прекрасно!	False	1611809730	ru	RU	I do not regret that I bought this mask, I use it with pleasure, I feel protected in it. I wash it every day, it does not affect the appearance in any way.	en-US	I do not regret that I bought this mask, I use it with pleasure, I feel protected in it. I wash it every day, it does not affect the appearance in any way.	0.0	positive
22	0	iHerb Customer	0	0	8945c3c2-a411-4f29-9e76-b87dbda67295	0	en-US	2021-01-28T03:06:53.529Z	99829	0.0	12.0	50	bought 2 of these ... for my husband and my son. it git perfectly and the thing i like is you can adjust it well and it stays fit.	Excellent!	False	1611803214	en	US			bought 2 of these ... for my husband and my son. it git perfectly and the thing i like is you can adjust it well and it stays fit.	0.7	positive
23	0	iHerb Customer	0	0	18f99f39-9990-466a-9e61-4fe7c424dda7	0	en-US	2021-01-27T20:19:42.869Z	99829	0.0	28.0	50	Works as intended   very comfortabke. Both 2x already	Excellent!	False	1611778783	en	US			Works as intended   very comfortabke. Both 2x already	0.2	positive
24	0	iHerb Customer	0	0	301ee27a-acc2-4032-a14f-992d8236767b	0	ru-RU	2021-01-27T14:05:49.527Z	99829	0.0	6.0	50	Маска оказалась ОГРОМНОЙ!  Подошла только взрослому мужчине, из плюсов - дышится в ней легко, не знаю уж задерживает ли она заявленные вирусы, но у меня прямо тоненькая. Лямочки удобные.  Буду рада лайку, если отзыв был интересен.	Прекрасно!	False	1611756350	ru	RU	The mask turned out to be HUGE! She came up only to an adult man, from the pros - it is easy to breathe in it, I don&#39;t know if it delays the declared viruses, but I have a thin one. The straps are comfortable. I would be glad to like it if the review was interesting.	en-US	The mask turned out to be HUGE! She came up only to an adult man, from the pros - it is easy to breathe in it, I don&#39;t know if it delays the declared viruses, but I have a thin one. The straps are comfortable. I would be glad to like it if the review was interesting.	0.25416666666666665	positive
25	0	iHerb Customer	0	0	e54480a8-5563-4c47-b5ae-95604846f60c	0	ru-RU	2021-01-27T09:17:53.021Z	99829	0.0	1.0	50	Покупала для сына. Парень высокий, лицо худощавое, по размеру подошла идеально, можно отрегулировать, Лицо закрывает плотно. Говорит, что дышать легко. Стираем в теплой воде с жидким мылом очень бережно, чтобы не повредить фильтр. Маска сыну понравилась, носит с удовольствием.	Прекрасно!	False	1611739073	ru	RU	I bought it for my son. The guy is tall, his face is thin, fits perfectly in size, can be adjusted, The face closes tightly. Says breathing is easy. We wash in warm water with liquid soap very carefully so as not to damage the filter. My son liked the mask, wears it with pleasure.	en-US	I bought it for my son. The guy is tall, his face is thin, fits perfectly in size, can be adjusted, The face closes tightly. Says breathing is easy. We wash in warm water with liquid soap very carefully so as not to damage the filter. My son liked the mask, wears it with pleasure.	0.30282312925170063	positive
26	0	Asma Fahab	0	0	f6366e71-4bd3-4d30-aaaa-c5c64508daa7	0	ar-SA	2021-01-26T22:09:34.059Z	99829	0.0	76.0	40	قناع روعه وراهي حجمه وتقدرين تحطينه على الحجم اللي تبين أقصد الحبل سهل استخدامه مره ومرتب وأنيق اعجبني ويستاهل سعره   لاتنسى اللايك	جيد	False	1611698974	ar	SA	A wonderful mask, its size, and you can put it on the size, which shows that I mean the rope is easy to use once, tidy and elegant.	en-US	A wonderful mask, its size, and you can put it on the size, which shows that I mean the rope is easy to use once, tidy and elegant.	0.44416666666666665	positive
27	0	BeautyO	0	0	f267eb1a-f8eb-42e5-be71-34b369c25b29	0	ru-RU	2021-01-26T19:10:01.804Z	99829	1.0	43.0	50	Терпеть не могу маски с короткими ушами, которые сдимают лицо. Эта удобна, длина бретелек регулируется, её удобно стирать и дышится через неё довольно легко.	Удобная Маска	False	1611688202	ru	RU	I hate masks with short ears that take off my face. This one is comfortable, the length of the straps is adjustable, it is convenient to wash and breathes through it quite easily.	en-US	I hate masks with short ears that take off my face. This one is comfortable, the length of the straps is adjustable, it is convenient to wash and breathes through it quite easily.	0.008333333333333331	positive
28	0	iHerb Customer	0	0	c38b936f-f9ce-4a8f-92fd-0cdfb8aff204	0	ru-RU	2021-01-26T13:53:01.802Z	99829	0.0	68.0	40	Неплохая маска, но дорого	Неплохая	False	1611669182	ru	RU	Nice mask, but expensive	en-US	Nice mask, but expensive	0.04999999999999999	positive
29	0	iHerb Customer	0	0	b3a873e0-95f8-41bc-8a1c-db4d41808bbc	0	ru-RU	2021-01-26T13:49:07.398Z	99829	0.0	134.0	50	Купила мужу на подарок. Был в пробных товарах. Нравится, говорит, что дышать в ней хоть можно	Прекрасно!	False	1611668947	ru	RU	I bought it for my husband as a gift. Was in trial items. I like it, says that at least you can breathe in it	en-US	I bought it for my husband as a gift. Was in trial items. I like it, says that at least you can breathe in it	-0.3	negative
30	0	iHerb Customer	0	0	b84cef31-94f6-42dc-bee7-7bfa70e2f0c1	0	ru-RU	2021-01-26T13:03:19.722Z	99829	0.0	14.0	50	классные маски, пользуемся всей семьей	Прекрасно!	False	1611666200	ru	RU	cool masks, use the whole family	en-US	cool masks, use the whole family	0.275	positive
31	0	iHerb Customer	0	0	fbac11d5-119d-45a1-911f-81ed6a0cf39c	0	en-US	2021-01-26T08:59:28.418Z	99829	0.0	147.0	40	I recommend taking two at once for a shift. Good protection due to five nano layers.	Good	False	1611651568	en	US			I recommend taking two at once for a shift. Good protection due to five nano layers.	0.2875	positive
32	0	iHerb Customer	0	0	8dba1e71-0ecf-426c-b0e0-f543ce99b3f3	0	ru-RU	2021-01-26T05:54:19.847Z	99829	0.0	930.0	50	Все хорошо, рекомендую!	Прекрасно!	False	1611640460	ru	RU	Everything&#39;s good. I recommend it!	en-US	Everything&#39;s good. I recommend it!	0.875	positive
33	0	iHerb Customer	0	0	dd992496-a5b2-4b55-bb78-d862f3a36770	0	ru-RU	2021-01-26T05:23:58.491Z	99829	0.0	156.0	50	Отличная маска! После стирок ничего с ней не случилось	Прекрасно!	False	1611638638	ru	RU	Great mask! After washing, nothing happened to her	en-US	Great mask! After washing, nothing happened to her	1.0	positive
34	0	iHerb Customer	0	0	0504b23a-90c2-4cee-a5ad-f4c9a8862ad9	0	en-US	2021-01-26T01:55:00.764Z	99829	0.0	4.0	50	This is a very comfortable mask. Most importantly it also covers under the chin to help reduce unfiltered air and sliding up of the whole mask.	comfy full fit	False	1611626101	en	US			This is a very comfortable mask. Most importantly it also covers under the chin to help reduce unfiltered air and sliding up of the whole mask.	0.40499999999999997	positive
35	0	iHerb Customer	0	0	d204520f-76ec-4527-81d9-0a04f543c503	0	ru-RU	2021-01-25T19:06:37.209Z	99829	0.0	112.0	40	Приобрела для папы уже вторую, он доволен.	Защитная Маска	False	1611601597	ru	RU	I got the second one for my dad, he is happy.	en-US	I got the second one for my dad, he is happy.	0.4	positive
36	0	iHerb Customer	0	0	20fdaeb2-a1e1-4090-afe8-7e41d7a7c201	0	ru-RU	2021-01-25T18:57:48.174Z	99829	0.0	76.0	50	Маска хорошая, заказывала для свекрови, ей нравится	Прекрасно!	False	1611601068	ru	RU	The mask is good, I ordered it for the mother-in-law, she likes	en-US	The mask is good, I ordered it for the mother-in-law, she likes	0.7	positive
37	0	iHerb Customer	0	0	a99f1c40-e826-4f1a-b541-44cec65a4419	0	ru-RU	2021-01-25T15:55:24.327Z	99829	0.0	67.0	50	Хорошая маска для моего мужа с фильтрами	Прекрасно!	False	1611590124	ru	RU	Nice mask for my husband with filters	en-US	Nice mask for my husband with filters	0.6	positive
38	0	iHerb Customer	0	0	42994e91-c49a-4507-b485-7fb4ad3c8275	0	en-US	2021-01-25T14:05:55.855Z	99829	5.0	74.0	50	i like the quality of the product easy to breath and adjustable tie , produce less haze on my glass so i can use it daily without any problem, its not approved to protect against covid19 but still much better than ordinary mask	high quality breathable and adjustable	False	1611583556	en	US			i like the quality of the product easy to breath and adjustable tie , produce less haze on my glass so i can use it daily without any problem, its not approved to protect against covid19 but still much better than ordinary mask	0.10333333333333335	positive
39	0	Remus	0	0	b1d2114f-cb84-44ef-9ec5-8b7569b9efbf	0	en-US	2021-01-25T14:01:20.145Z	99829	1.0	25.0	30	I love to wear a premium mask but I think it's a little hard to breathe in it and you need to wash it every two days because the mask smells very bad if you don't do it. Also is recommended to not breathe too much through your mouth. Overall it's a good product, it looks good, it has medium grade protection.	Good mask but...	False	1611583280	en	US			I love to wear a premium mask but I think it's a little hard to breathe in it and you need to wash it every two days because the mask smells very bad if you don't do it. Also is recommended to not breathe too much through your mouth. Overall it's a good product, it looks good, it has medium grade protection.	0.08885416666666668	positive
40	0	iHerb Customer	0	0	2aa9ce7a-cd5b-420c-bdb2-6c735482617b	0	en-US	2021-01-25T13:56:57.423Z	99829	0.0	9.0	50	Good	很好！	False	1611583017	en	US			Good	0.7	positive
41	0	Maryam22	0	0	62e1d1bf-9dfe-4545-8cd0-a81568d62ac7	0	ar-SA	2021-01-25T13:29:57.137Z	99829	0.0	529.0	50	جدا رائع	ممتاز!	False	1611581397	ar	SA	very good	en-US	very good	0.9099999999999999	positive
42	0	iHerb Customer	0	0	56430b15-3e6b-43b3-bf1e-2e78475b75d7	0	ru-RU	2021-01-25T13:22:25.966Z	99829	0.0	55.0	50	Отличная маска за нормальные деньги. Брала мужу, хорошо смотрится, очень нравится. После стирки не теряет форму	Прекрасно!	False	1611580946	ru	RU	An excellent mask for a reasonable price. I took it to my husband, it looks good, I like it very much. Does not lose shape after washing	en-US	An excellent mask for a reasonable price. I took it to my husband, it looks good, I like it very much. Does not lose shape after washing	0.54	positive
43	0	iHerb Customer	0	0	1f4fcfa5-e1ae-4a47-89b3-4be7c9cb3fa0	0	ru-RU	2021-01-25T12:25:14.945Z	99829	0.0	148.0	30	Маска не подошла по размеру, немного мала и мне в ней трудно дышать .	Удовлетворительно	False	1611577515	ru	RU	The mask did not fit, it is a little small and it is difficult for me to breathe in it.	en-US	The mask did not fit, it is a little small and it is difficult for me to breathe in it.	-0.284375	negative
44	0	iHerb Customer	0	0	bb134482-da00-497e-bcbc-9a12c333aebd	0	ru-RU	2021-01-25T12:10:59.5Z	99829	1.0	86.0	50	Удобная конечно очень! Ее мешает! Не задыхаешься! И главное уши не болят!!! И не оставляет следов (вмятин) на лице! Не смотря на длительность ношения! И стирать можно хоть кажд день!	Excellent!	False	1611576660	ru	RU	Convenient of course very much! She&#39;s in the way! Don&#39;t choke! And most importantly, the ears do not hurt !!! And does not leave marks (dents) on the face! Despite the duration of wearing! And you can wash at least every day!	en-US	Convenient of course very much! She&#39;s in the way! Don&#39;t choke! And most importantly, the ears do not hurt !!! And does not leave marks (dents) on the face! Despite the duration of wearing! And you can wash at least every day!	0.408203125	positive
45	0	Alico4ka90	0	0	ced32a58-1095-4f39-a4dd-e18617f1fb81	0	ru-RU	2021-01-25T11:40:23.347Z	99829	1.0	385.0	50	Взяла для всей семьи, прекрасный и удобный вариант	Отличная Маска	False	1611574823	ru	RU	Took for the whole family, a wonderful and convenient option	en-US	Took for the whole family, a wonderful and convenient option	0.6	positive
46	0	iHerb Customer	0	0	608081c4-c091-42f5-8727-c2e96c15a427	0	ru-RU	2021-01-25T10:22:21.517Z	99829	0.0	77.0	50	Дышится в ней лучше, чем в одноразовой. Стирается хорошо и быстро сохнет. Но сломалась проволока, которую потом вытащила. 	Хорошая	False	1611570142	ru	RU	It breathes better than a disposable one. Washes well and dries quickly. But the wire broke and pulled it out.	en-US	It breathes better than a disposable one. Washes well and dries quickly. But the wire broke and pulled it out.	0.41666666666666663	positive
47	0	iHerb Customer	0	0	8ef0f80f-652a-4f79-88a1-45a37279991f	0	ru-RU	2021-01-25T10:17:29.656Z	99829	0.0	32.0	50	Брала из пробных товаров. Хорошая маска, ещё взяла маме.	Прекрасно!	False	1611569850	ru	RU	I took it from trial products. Nice mask, I also took it to my mother.	en-US	I took it from trial products. Nice mask, I also took it to my mother.	0.6	positive
48	0	iHerb Customer	0	0	6fdbf91d-0f86-42e2-9804-c294c8ea1efe	0	ru-RU	2021-01-25T09:10:18.825Z	99829	1.0	65.0	50	Очень понравилась маска. Качество на высоте.... муж доволен	Маска	False	1611565819	ru	RU	I liked the mask very much. The quality is on top .... the husband is happy	en-US	I liked the mask very much. The quality is on top .... the husband is happy	0.54	positive
49	0	iHerb Customer	0	0	da195c19-fda1-4850-84aa-dd131c341aa0	0	en-US	2021-01-24T18:32:59.456Z	99829	0.0	57.0	40	need to use with filter	Good	False	1611513179	en	US			need to use with filter	0.0	positive
50	0	iHerb Customer	0	0	5ec1af78-3f77-4d04-a955-64095df73e94	0	ru-RU	2021-01-24T17:23:35.372Z	99829	0.0	73.0	50	Использовали с супругом данную маску всю пандемию. Стираем и отпариваем при необходимости. Пока не болели.	Защитная Маска	False	1611509015	ru	RU	We used this mask with the spouse throughout the pandemic. We wash and steam if necessary. Not yet sick.	en-US	We used this mask with the spouse throughout the pandemic. We wash and steam if necessary. Not yet sick.	-0.35714285714285715	negative
51	0	iHerb Customer	0	0	923a1107-d199-456a-81b6-4044006733af	0	ar-SA	2021-01-24T12:42:35.678Z	99829	0.0	352.0	50	وايد مفيد ومايخنق	ممتاز!	False	1611492156	ar	SA	Wade useful and strangled	en-US	Wade useful and strangled	0.3	positive
52	0	iHerb Customer	0	0	b4fc0886-88f6-49a7-a936-a27fcb9b7d77	0	ru-RU	2021-01-24T11:21:35.389Z	99829	0.0	132.0	30	Маска не понравилась совсем. Маленькая, своей цены не стоит.	Удовлетворительно	False	1611487295	ru	RU	I didn&#39;t like the mask at all. Small, not worth the price.	en-US	I didn&#39;t like the mask at all. Small, not worth the price.	-0.2	negative
53	0	iHerb Customer	0	0	2b18e742-9617-45bb-9355-333f103bf4bc	0	fr-FR	2021-01-24T06:45:46.27Z	99829	0.0	17.0	50	J’ai déjà commenté ce produit que j’avais aussi acheté en taille M. les tailles sont conformes. Le port du masque est très confortable. Ajustable donc vous pourrez l’adapter à ce qu’il colle parfaitement sur votre visage. Permet de bien respirer, donc d’être porté plus longtemps sans impression de s’étouffer.	Excellent !	False	1611470746	fr	FR	I have already commented on this product that I had also bought in size M. the sizes are correct. Wearing the mask is very comfortable. Adjustable so you can adapt it so that it sticks perfectly to your face. Allows you to breathe well, so you can wear it longer without choking on it.	en-US	I have already commented on this product that I had also bought in size M. the sizes are correct. Wearing the mask is very comfortable. Adjustable so you can adapt it so that it sticks perfectly to your face. Allows you to breathe well, so you can wear it longer without choking on it.	0.76	positive
54	0	iHerb Customer	0	0	d4d6d803-0814-469e-91e7-e017021235ac	0	ru-RU	2021-01-23T19:58:17.248Z	99829	0.0	293.0	50	Эфективна 	5	False	1611431897	ru	RU	Effective	en-US	Effective	0.6	positive
55	0	iHerb Customer	0	0	560aaa65-8de4-435a-a777-607a282b82e8	0	ru-RU	2021-01-23T18:54:29.732Z	99829	0.0	303.0	40	Отличная маска, только на уши давит (я брала сначала размер М, потом заказала вторую на смену L - когда долго носишь, некомфортно ушам).	Хорошо	False	1611428070	ru	RU	An excellent mask, only presses on the ears (I first took size M, then ordered a second one to replace L - when you wear it for a long time, it is uncomfortable for the ears).	en-US	An excellent mask, only presses on the ears (I first took size M, then ordered a second one to replace L - when you wear it for a long time, it is uncomfortable for the ears).	0.11666666666666665	positive
56	0	iHerb Customer	0	0	51de250e-abd0-4d68-ad76-78f7a39c228f	0	ru-RU	2021-01-23T13:46:48.374Z	99829	0.0	42.0	50	На большое мужское лицо брать самый большой размер	Лучшая Из Многоразовых	False	1611409608	ru	RU	Take the largest size on a large male face	en-US	Take the largest size on a large male face	0.10714285714285714	positive
57	0	iHerb Customer	0	0	b6cb9a45-4819-4c67-8415-619e2c9958c2	0	ru-RU	2021-01-23T08:12:28.096Z	99829	0.0	23.0	50	Отличные маски	Прекрасно!	False	1611389548	ru	RU	Great masks	en-US	Great masks	0.8	positive
58	0	iHerb Customer	0	0	20671741-d1e6-44e6-80f8-cf0ddd61fcbe	0	ru-RU	2021-01-23T04:30:48.892Z	99829	2.0	88.0	40	Дышится легко , удобная,  после стирки как новая,  но дорогая .	Хорошо	False	1611376249	ru	RU	Easy to breathe, comfortable, like new after washing, but expensive.	en-US	Easy to breathe, comfortable, like new after washing, but expensive.	0.11742424242424243	positive
59	0	iHerb Customer	0	0	41e5d416-9a5c-49ff-bd58-6bc46620d520	0	ru-RU	2021-01-22T22:16:39.055Z	99829	0.0	48.0	50	хорошая маска - размер л подходит для мужчин. Муж носит - ему нравится	Прекрасно!	False	1611353799	ru	RU	good mask - size l is suitable for men. Husband wears - he likes	en-US	good mask - size l is suitable for men. Husband wears - he likes	0.625	positive
60	0	iHerb Customer	0	0	dc5c7d3d-74e3-4af3-9c48-545b530b84fb	0	ru-RU	2021-01-22T16:53:55.669Z	99829	0.0	225.0	50	Купил себе. Разница очевидна с одноразовыми масками: хорошо прилегает к лицу, легче дышится, не запотевают очки. Ухаживать за ней тоже очень легко, рекомендую !	Прекрасно!	False	1611334436	ru	RU	I bought it myself. The difference is obvious with disposable masks: it fits well to the face, breathes easier, glasses do not fog up. Taking care of her is also very easy, I recommend!	en-US	I bought it myself. The difference is obvious with disposable masks: it fits well to the face, breathes easier, glasses do not fog up. Taking care of her is also very easy, I recommend!	0.35208333333333336	positive
61	0	iHerb Customer	0	0	fc350f81-76c9-47df-a0a7-d37d20de8b84	0	en-US	2021-01-22T14:09:40.185Z	99829	0.0	84.0	50	Great quality, needed to size down. I have quite a large face and medium would probably be enough, large is very large!	Excellent!	False	1611324580	en	US			Great quality, needed to size down. I have quite a large face and medium would probably be enough, large is very large!	0.23687169312169312	positive
